id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
7316497182,26995,2020,kia,sportage ex,excellent,4 cylinders,gas,6837,clean,automatic,4wd,full-size,SUV,blue,ak,61.218268,-149.868987
7316497157,15495,2016,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399,clean,automatic,fwd,mid-size,sedan,white,ak,61.218289,-149.869072
7314180838,6200,2011,hyundai,elantra limited,excellent,4 cylinders,gas,147000,clean,automatic,fwd,compact,sedan,black,ak,61.5214,-149.9544
7313965673,10999,2015,hyundai,elantra,like new,4 cylinders,gas,45000,clean,automatic,rwd,compact,sedan,silver,ak,61.5923,-149.3959
7313068784,15999,2018,hyundai,elantra se,excellent,4 cylinders,gas,40385,clean,automatic,fwd,mid-size,sedan,blue,ak,61.166353,-149.847206
7312984863,18995,2018,kia,optima ex,excellent,4 cylinders,gas,24663,clean,automatic,fwd,mid-size,sedan,silver,ak,61.218351,-149.866068
7311068862,20999,2019,hyundai,tucson se awd,excellent,4 cylinders,gas,25120,clean,automatic,4wd,mid-size,SUV,white,ak,61.166353,-149.847206
7310556713,17999,2020,kia,soul lx,like new,4 cylinders,gas,8908,clean,automatic,fwd,mid-size,wagon,grey,ak,61.166353,-149.847206
7310163085,15495,2016,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399,clean,automatic,fwd,mid-size,sedan,white,ak,61.218289,-149.869072
7309995014,26995,2020,kia,sportage ex,excellent,4 cylinders,gas,6837,clean,automatic,4wd,full-size,SUV,blue,ak,61.218268,-149.868987
7308492933,15999,2018,hyundai,elantra se,excellent,4 cylinders,gas,40385,clean,automatic,fwd,mid-size,sedan,blue,ak,61.166353,-149.847206
7308070800,11250,2016,kia,optima lx,excellent,4 cylinders,gas,72000,lien,automatic,fwd,mid-size,sedan,blue,ak,61.3114,-149.5085
7307518451,14999,2016,kia,sportage lx awd,excellent,4 cylinders,gas,64000,clean,automatic,4wd,full-size,SUV,white,ak,61.2116,-149.8761
7307507933,17999,2020,kia,soul lx,like new,4 cylinders,gas,8908,clean,automatic,fwd,mid-size,wagon,grey,ak,61.166353,-149.847206
7307462180,17900,2018,hyundai,santa fe sport,excellent,4 cylinders,gas,31556,lien,automatic,4wd,mid-size,SUV,grey,ak,61.188294,-149.907396
7306965177,18995,2018,kia,optima ex,excellent,4 cylinders,gas,24663,clean,automatic,fwd,mid-size,sedan,silver,ak,61.218351,-149.866068
7306420026,19900,2019,kia,sportage,excellent,4 cylinders,gas,33874,lien,automatic,4wd,mid-size,SUV,silver,ak,61.188325,-149.906795
7304378150,17999,2020,kia,soul lx,like new,4 cylinders,gas,8908,clean,automatic,fwd,mid-size,wagon,grey,ak,61.166353,-149.847206
7303326503,20999,2019,hyundai,tucson se awd,excellent,4 cylinders,gas,25120,clean,automatic,4wd,mid-size,SUV,white,ak,61.166353,-149.847206
7303326079,15999,2018,hyundai,elantra se,excellent,4 cylinders,gas,40385,clean,automatic,fwd,mid-size,sedan,blue,ak,61.166353,-149.847206
7302766920,26995,2020,kia,sportage ex,excellent,4 cylinders,gas,6837,clean,automatic,4wd,full-size,SUV,blue,ak,61.218268,-149.868987
7315180823,2900,2004,hyundai,sonata lx,good,6 cylinders,gas,217000,clean,automatic,fwd,full-size,sedan,red,az,34.7055,-112.0091
7315180477,2900,2005,hyundai,xg350l,good,6 cylinders,gas,236000,clean,automatic,fwd,full-size,sedan,blue,az,34.7055,-112.0091
7314660160,1600,2007,hyundai,azera limited,fair,6 cylinders,gas,268212,clean,automatic,fwd,mid-size,sedan,green,az,35.1859,-111.662
7311437023,2995,2005,kia,sorento,good,6 cylinders,gas,999999,clean,automatic,fwd,mid-size,SUV,silver,az,34.1175,-109.9197
7306288184,5995,2005,hyundai,elantra,good,4 cylinders,gas,116000,clean,automatic,fwd,mid-size,sedan,blue,az,35.1859,-111.662
7306286484,13995,2017,hyundai,elantra,good,4 cylinders,gas,67000,clean,automatic,fwd,mid-size,sedan,grey,az,35.1859,-111.662
7316881380,500,2016,kia,soul,like new,4 cylinders,gas,76000,clean,automatic,fwd,compact,wagon,grey,az,33.3851,-111.8724
7316854456,12950,2010,hyundai,genesis coupe,excellent,4 cylinders,gas,77202,clean,manual,rwd,sub-compact,coupe,black,az,33.507248,-112.083011
7316827997,11999,2016,kia,forte 4dr sdn lx,good,4 cylinders,gas,94000,clean,automatic,fwd,mid-size,sedan,black,az,33.415592,-111.658001
7316827662,14499,2014,kia,optima lx 4dr sedan,good,4 cylinders,gas,90000,clean,automatic,fwd,full-size,sedan,red,az,33.41561,-111.657937
7316827053,8499,2012,kia,sedona lx minivan 4d,good,6 cylinders,gas,115000,clean,automatic,fwd,full-size,mini-van,blue,az,33.415646,-111.658001
7316826718,7999,2011,kia,soul + wagon 4d,good,4 cylinders,gas,133000,clean,automatic,fwd,mid-size,hatchback,red,az,33.415646,-111.658001
7316810060,500,2017,kia,forte,like new,4 cylinders,gas,60000,clean,automatic,fwd,compact,sedan,silver,az,33.3851,-111.8724
7316806383,500,2016,kia,soul,like new,4 cylinders,gas,47000,clean,manual,fwd,compact,wagon,black,az,33.3851,-111.8724
7316795069,13995,2014,hyundai,azera,excellent,6 cylinders,gas,46225,clean,automatic,fwd,mid-size,sedan,white,az,33.414129,-111.619672
7316795010,9000,2015,kia,soul,like new,4 cylinders,gas,100000,clean,automatic,fwd,full-size,hatchback,silver,az,33.5761,-112.2344
7316790811,15950,2014,kia,sorento sxl-limited,like new,6 cylinders,gas,106000,clean,automatic,fwd,full-size,SUV,white,az,33.582442,-111.9277
7316568752,6600,2013,kia,soul,excellent,4 cylinders,gas,93822,clean,automatic,fwd,mid-size,hatchback,silver,az,33.305957,-111.864917
7316518666,14995,2016,hyundai,tucson,excellent,4 cylinders,gas,73712,clean,automatic,fwd,full-size,SUV,white,az,33.464205,-112.121504
7316517501,14995,2013,hyundai,sonata,excellent,4 cylinders,gas,52743,clean,automatic,fwd,full-size,sedan,white,az,33.464205,-112.121504
7316513477,13500,2017,kia,sorento lx,like new,4 cylinders,gas,63000,salvage,automatic,fwd,full-size,SUV,white,az,33.602,-112.384
7316490163,500,2017,kia,forte,like new,4 cylinders,gas,60000,clean,automatic,fwd,compact,sedan,silver,az,33.3851,-111.8724
7316440838,500,2015,kia,soul,like new,4 cylinders,gas,76000,clean,automatic,fwd,compact,sedan,grey,az,33.3851,-111.8724
7316399226,500,2016,kia,soul,like new,4 cylinders,gas,47000,clean,manual,fwd,compact,sedan,black,az,33.3851,-111.8724
7316373016,7900,2015,kia,optima,good,4 cylinders,gas,127000,clean,automatic,fwd,full-size,sedan,grey,az,33.603536,-111.929669
7316312679,500,2015,kia,soul,like new,4 cylinders,gas,76000,clean,automatic,fwd,compact,wagon,grey,az,33.3851,-111.8724
7316311531,500,2017,kia,forte,like new,4 cylinders,gas,60000,clean,automatic,fwd,compact,sedan,silver,az,33.3851,-111.8724
7316299333,2000,2005,hyundai,elantra,good,4 cylinders,gas,138000,clean,automatic,fwd,compact,sedan,blue,az,33.389,-111.9791
7316290082,5400,2010,kia,sportage lx,excellent,6 cylinders,gas,148000,clean,automatic,4wd,mid-size,SUV,white,az,33.3022,-112.1226
7316197368,10900,2016,hyundai,sonata limited,like new,4 cylinders,gas,131321,clean,automatic,fwd,full-size,sedan,blue,az,33.407907,-111.842433
7316183354,15950,2014,kia,sorento sxl-limited,like new,6 cylinders,gas,106000,clean,automatic,fwd,full-size,SUV,white,az,33.582442,-111.9277
7316066514,10800,2013,hyundai,santa fe limited,excellent,6 cylinders,gas,134000,clean,automatic,fwd,full-size,SUV,silver,az,33.6085,-111.7237
7316000390,12500,2018,hyundai,elantra,like new,4 cylinders,gas,7200,rebuilt,automatic,fwd,compact,sedan,blue,az,33.461649,-111.584702
7315928534,6599,2009,hyundai,genesis,excellent,8 cylinders,gas,137556,clean,automatic,fwd,mid-size,sedan,silver,az,33.570074,-112.062155
7315861087,10000,2013,kia,optima hybrid,excellent,6 cylinders,hybrid,83683,clean,automatic,rwd,mid-size,coupe,black,az,33.712578,-112.161098
7315845227,9900,2012,hyundai,veracruz limited,excellent,6 cylinders,gas,107000,clean,automatic,fwd,full-size,SUV,blue,az,33.5103,-112.0556
7315812948,10950,2013,kia,optima,excellent,4 cylinders,gas,99373,clean,automatic,fwd,mid-size,sedan,white,az,33.568144,-112.066989
7315806355,3750,2005,kia,optima 4dr sdn lx,excellent,4 cylinders,gas,128000,clean,automatic,fwd,mid-size,sedan,white,az,33.378133,-112.098885
7315747583,15950,2014,kia,sorento sxl-limited,like new,6 cylinders,gas,106000,clean,automatic,fwd,full-size,SUV,white,az,33.582442,-111.9277
7315730051,1999,2001,hyundai,sonata,excellent,6 cylinders,gas,132000,clean,automatic,fwd,mid-size,sedan,grey,az,33.6863,-111.9963
7315577668,500,2013,hyundai,sonata,like new,4 cylinders,gas,140000,clean,automatic,fwd,compact,sedan,grey,az,33.3851,-111.8724
7315576750,500,2016,kia,soul,like new,4 cylinders,gas,47000,clean,automatic,fwd,compact,wagon,black,az,33.3851,-111.8724
7315560524,34999,2019,kia,stinger,excellent,6 cylinders,gas,17995,clean,automatic,4wd,mid-size,sedan,white,az,33.6315,-112.052
7316564347,3500,2007,hyundai,sonata,good,4 cylinders,gas,193000,clean,automatic,fwd,mid-size,sedan,white,az,34.7757,-112.4731
7310955798,21968,2018,hyundai,sonata,like new,4 cylinders,gas,15551,clean,automatic,fwd,mid-size,sedan,black,az,34.586025,-112.318347
7310489701,9450,2015,kia,sedona lx,excellent,6 cylinders,gas,123227,clean,automatic,fwd,full-size,mini-van,white,az,34.543625,-112.455797
7307924825,24513,2020,hyundai,kona,like new,4 cylinders,gas,6513,clean,automatic,4wd,sub-compact,SUV,white,az,34.586025,-112.318347
7307471718,29993,2020,hyundai,santa fe,like new,4 cylinders,gas,18874,clean,automatic,4wd,mid-size,SUV,white,az,34.586025,-112.318347
7316522624,17736,2018,hyundai,elantra,excellent,4 cylinders,gas,42012,clean,automatic,fwd,mid-size,sedan,white,az,34.253471,-110.028866
7311425820,2995,2005,kia,sorento,good,6 cylinders,gas,999999,clean,automatic,fwd,mid-size,SUV,silver,az,34.1175,-109.9197
7303671534,10494,2015,hyundai,elantra,excellent,4 cylinders,gas,98352,clean,automatic,fwd,mid-size,sedan,silver,az,34.253896,-110.028522
7316894725,500,2013,hyundai,sonata,like new,4 cylinders,gas,123000,clean,manual,fwd,compact,sedan,grey,az,33.3851,-111.8724
7311583475,3000,2006,hyundai,tucson,good,6 cylinders,gas,277710,clean,automatic,rwd,mid-size,SUV,silver,az,31.481794,-110.284809
7316853379,11995,2017,kia,forte,excellent,4 cylinders,gas,50000,clean,automatic,fwd,mid-size,sedan,silver,az,32.25,-110.8869
7315907680,4400,2008,kia,optima lx,like new,4 cylinders,gas,152000,clean,automatic,fwd,full-size,sedan,black,az,32.3379,-110.9855
7315561660,5950,2009,hyundai,sonata gls 4dr sedan,good,4 cylinders,gas,120000,clean,automatic,fwd,mid-size,sedan,blue,az,32.269985,-110.977868
7315508737,6900,2017,hyundai,accent se,good,4 cylinders,gas,76000,rebuilt,automatic,fwd,compact,sedan,grey,az,32.2138,-110.824
7315383095,4995,2006,hyundai,tucson,good,6 cylinders,gas,123800,clean,automatic,fwd,mid-size,SUV,silver,az,32.236399,-110.896661
7315381511,5995,2009,kia,sorento lx,good,6 cylinders,gas,123000,clean,automatic,fwd,mid-size,SUV,white,az,32.236417,-110.896726
7315263180,17050,2014,hyundai,sonata limited 2.0t,excellent,4 cylinders,gas,31700,clean,automatic,fwd,mid-size,sedan,blue,az,32.52496,-110.89325
7315167051,13999,2015,hyundai,santa fe,excellent,6 cylinders,gas,96834,clean,automatic,fwd,mid-size,SUV,grey,az,32.206798,-110.958687
7314942821,8995,2014,hyundai,accent,excellent,4 cylinders,gas,73000,clean,manual,fwd,compact,sedan,black,az,32.25,-110.8869
7314437576,5995,2007,hyundai,accent,excellent,4 cylinders,gas,88000,clean,manual,fwd,compact,coupe,green,az,32.25,-110.8869
7314437177,12995,2015,kia,optima,excellent,4 cylinders,hybrid,66000,clean,automatic,fwd,mid-size,sedan,black,az,32.25,-110.8869
7314239686,8995,2017,hyundai,sonata 2.4 l,excellent,4 cylinders,gas,89085,clean,automatic,fwd,mid-size,sedan,red,az,32.250378,-110.965517
7314206601,12995,2016,hyundai,sonata hybrid,excellent,4 cylinders,hybrid,93000,clean,automatic,fwd,mid-size,sedan,red,az,32.25,-110.8869
7314203665,12999,2014,kia,sorento,good,6 cylinders,gas,95356,clean,automatic,fwd,full-size,SUV,custom,az,32.20706,-110.8372
7314087398,29500,2019,kia,sorento,like new,6 cylinders,gas,22500,clean,automatic,fwd,full-size,SUV,white,az,32.2474,-110.9491
7314031369,16999,2013,kia,optima ex,good,4 cylinders,gas,67037,clean,automatic,fwd,mid-size,sedan,grey,az,32.1941,-110.9739
7313413283,10995,2015,kia,soul,excellent,4 cylinders,gas,87000,clean,automatic,fwd,mid-size,sedan,brown,az,32.25,-110.8869
7313003466,9995,2013,hyundai,elantra,excellent,4 cylinders,gas,86000,clean,automatic,fwd,compact,sedan,silver,az,32.25,-110.8869
7312838655,4490,2004,kia,rio,excellent,4 cylinders,gas,81423,clean,automatic,fwd,sub-compact,wagon,blue,az,32.236664,-110.866049
7312583757,5950,2009,hyundai,sonata gls 4dr sedan,good,4 cylinders,gas,120000,clean,automatic,fwd,mid-size,sedan,blue,az,32.269985,-110.977868
7312352865,5990,2014,hyundai,veloster,excellent,4 cylinders,gas,156200,clean,automatic,fwd,compact,hatchback,black,az,32.236664,-110.866049
7312286688,3400,2002,hyundai,accent gs,excellent,4 cylinders,gas,169318,clean,automatic,fwd,compact,hatchback,blue,az,32.206221,-110.817354
7311986038,8995,2013,hyundai,elantra,excellent,4 cylinders,gas,95000,clean,automatic,fwd,compact,sedan,red,az,32.25,-110.8869
7311708121,11999,2014,kia,sorento,good,6 cylinders,gas,95356,clean,automatic,fwd,full-size,SUV,custom,az,32.20706,-110.8372
7311658128,14000,2015,kia,optima,excellent,4 cylinders,gas,49500,clean,automatic,fwd,full-size,sedan,brown,az,32.133659,-111.059816
7311487517,9999,2017,hyundai,elantra,like new,4 cylinders,gas,74819,clean,automatic,fwd,full-size,sedan,blue,az,32.1941,-110.9739
7311256774,8595,2016,kia,optima turbo lx,excellent,4 cylinders,gas,145048,clean,automatic,fwd,full-size,sedan,grey,az,32.250378,-110.965517
7311229001,14999,2015,hyundai,santa fe,excellent,6 cylinders,gas,96834,clean,automatic,fwd,mid-size,SUV,grey,az,32.206798,-110.958687
7311029270,10000,2015,kia,optima,excellent,4 cylinders,gas,97185,clean,automatic,rwd,mid-size,sedan,white,az,32.0984,-110.7272
7310721953,12995,2015,hyundai,sonata,excellent,4 cylinders,gas,81000,clean,automatic,fwd,full-size,sedan,red,az,32.25,-110.8869
7316422163,5997,2009,hyundai,sonata,like new,4 cylinders,gas,120272,clean,automatic,fwd,mid-size,sedan,silver,az,32.7093,-114.4905
7306510197,11000,2018,kia,sportage,excellent,4 cylinders,gas,74000,salvage,automatic,fwd,mid-size,SUV,black,az,32.591341,-114.711256
7316316146,1500,2004,hyundai,santa fe gls,good,6 cylinders,gas,295000,clean,automatic,fwd,mid-size,SUV,red,ar,36.062549,-94.164047
7316017732,6995,2013,hyundai,elantra,excellent,4 cylinders,gas,116850,clean,automatic,fwd,mid-size,sedan,black,ar,35.98469,-94.080784
7315653630,8900,2016,kia,optima lx,like new,4 cylinders,gas,97776,clean,automatic,fwd,full-size,sedan,custom,ar,35.98469,-94.080784
7315494220,6900,2008,hyundai,tiburon se,excellent,6 cylinders,gas,154000,rebuilt,automatic,fwd,full-size,coupe,blue,ar,36.3169,-94.1545
7314897620,650,2005,kia,spectra 5,good,4 cylinders,gas,129834,clean,automatic,fwd,compact,hatchback,black,ar,36.2442,-94.112
7312780991,500,2007,hyundai,santa fe,excellent,6 cylinders,gas,17000,clean,automatic,fwd,mid-size,SUV,grey,ar,36.343,-94.247
7311897792,500,2009,hyundai,sonata,good,4 cylinders,gas,226896,clean,automatic,fwd,full-size,sedan,white,ar,36.358,-94.222
7311085529,0,2007,hyundai,santa fe,like new,6 cylinders,gas,170371,clean,automatic,fwd,compact,SUV,grey,ar,36.3566,-94.1852
7310520176,5995,2008,kia,sorento,good,6 cylinders,gas,124191,clean,automatic,fwd,full-size,SUV,white,ar,36.1716,-94.0428
7307802986,9995,2012,kia,forte,like new,4 cylinders,gas,111458,clean,automatic,4wd,compact,coupe,grey,ar,36.1835,-94.1762
7307309827,4900,2008,hyundai,sonata,excellent,4 cylinders,gas,1000,clean,automatic,fwd,full-size,sedan,blue,ar,36.3169,-94.1545
7303355441,0,2007,hyundai,santa fe limited,excellent,6 cylinders,gas,170000,clean,automatic,fwd,mid-size,SUV,grey,ar,36.3407,-94.247
7303125258,0,2010,hyundai,elantra,like new,4 cylinders,gas,164395,clean,automatic,fwd,compact,sedan,grey,ar,36.3567,-94.185
7302769175,4100,2008,hyundai,tiburon es,excellent,6 cylinders,gas,154000,rebuilt,manual,fwd,mid-size,coupe,red,ar,36.3169,-94.1545
7311904880,0,2017,hyundai,tucson,excellent,4 cylinders,gas,86847,clean,automatic,fwd,mid-size,SUV,black,ar,34.90067,-95.75197
7311518009,0,2019,kia,sorento,excellent,4 cylinders,gas,18477,clean,automatic,fwd,full-size,SUV,black,ar,34.90067,-95.75197
7309255408,6850,2012,kia,sorento ex v6,good,6 cylinders,gas,171434,clean,automatic,fwd,mid-size,SUV,grey,ar,35.808949,-90.66922
7316899972,12500,2015,kia,sedona,like new,4 cylinders,gas,131651,clean,automatic,fwd,full-size,mini-van,brown,ar,34.776835,-92.519817
7316739509,9500,2015,kia,soul,excellent,4 cylinders,gas,134000,clean,automatic,fwd,mid-size,SUV,red,ar,35.1053,-92.3549
7315729970,10000,2013,kia,optima,like new,4 cylinders,gas,65500,clean,automatic,fwd,mid-size,sedan,black,ar,34.7902,-92.5044
7313581739,17995,2017,hyundai,santa fe,excellent,4 cylinders,gas,48000,clean,automatic,fwd,full-size,SUV,custom,ar,34.6484,-92.983
7308550767,6500,2010,hyundai,sonata,like new,4 cylinders,gas,93300,rebuilt,automatic,fwd,mid-size,sedan,blue,ar,34.7166,-92.3386
7307704732,3750,2008,kia,sorento,good,6 cylinders,gas,168000,clean,automatic,rwd,full-size,SUV,black,ar,34.5617,-92.5852
7306230828,20980,2017,hyundai,santa fe,like new,6 cylinders,gas,61012,clean,automatic,fwd,mid-size,SUV,grey,ar,39.3602,-94.789
7305446590,0,2016,kia,sorento lx,good,4 cylinders,gas,114169,clean,automatic,fwd,mid-size,SUV,grey,ar,33.211598,-92.656631
7302677839,10995,2013,kia,optima ex,excellent,4 cylinders,gas,116000,clean,automatic,fwd,full-size,sedan,red,ar,34.5317,-93.0638
7302158145,17250,2018,hyundai,santa fe sport,like new,4 cylinders,gas,47000,clean,automatic,fwd,full-size,SUV,blue,ar,34.1566,-97.1792
7307698472,0,2018,hyundai,sonata,good,4 cylinders,gas,131538,clean,automatic,fwd,full-size,sedan,red,ar,33.211556,-92.656696
7307685070,0,2016,kia,sorento lx,good,4 cylinders,gas,114169,clean,automatic,fwd,mid-size,SUV,grey,ar,33.211538,-92.656825
7305363719,0,2015,kia,optima lx,good,4 cylinders,gas,149315,clean,automatic,rwd,full-size,sedan,silver,ar,33.211633,-92.656696
7316568765,5975,2011,kia,soul,excellent,4 cylinders,gas,149000,clean,manual,fwd,mid-size,SUV,white,ca,34.070738,-117.388315
7316022155,6975,2014,kia,forte,excellent,4 cylinders,gas,128000,clean,automatic,fwd,mid-size,sedan,grey,ca,34.070951,-117.388401
7315629109,9597,2014,kia,optima,excellent,4 cylinders,gas,145789,clean,automatic,fwd,mid-size,sedan,silver,ca,35.339728,-119.029217
7315628996,9663,2016,hyundai,elantra,excellent,4 cylinders,gas,106992,clean,automatic,fwd,mid-size,sedan,red,ca,35.339728,-119.029217
7315564377,0,2013,hyundai,sonata limited,excellent,4 cylinders,gas,58572,clean,automatic,fwd,full-size,sedan,silver,ca,36.32725,-119.276729
7314925891,14998,2015,kia,optima,excellent,4 cylinders,gas,70417,clean,automatic,fwd,mid-size,sedan,black,ca,35.337358,-119.016669
7314494269,0,2017,kia,optima 4dr sdn lx,excellent,4 cylinders,gas,66415,clean,automatic,fwd,full-size,sedan,grey,ca,36.32725,-119.276729
7312800860,9500,2012,hyundai,veracruz limited,like new,6 cylinders,gas,114258,clean,automatic,4wd,compact,sedan,white,ca,33.771516,-117.992493
7312047427,4975,2010,kia,optima,excellent,4 cylinders,gas,167000,clean,automatic,fwd,mid-size,sedan,silver,ca,34.070612,-117.383384
7310567199,19998,2018,kia,optima,excellent,4 cylinders,gas,90604,clean,automatic,fwd,mid-size,sedan,black,ca,35.337358,-119.016669
7308606676,8900,2012,hyundai,veracruz limited,like new,6 cylinders,gas,129125,clean,automatic,4wd,full-size,SUV,white,ca,33.7524,-117.9939
7308231058,8900,2012,hyundai,veracruz limited,like new,6 cylinders,gas,114258,clean,automatic,4wd,compact,sedan,white,ca,33.771516,-117.992493
7308084412,8900,2012,hyundai,veracruz limited,like new,6 cylinders,gas,114202,clean,automatic,4wd,mid-size,SUV,white,ca,33.771516,-117.992493
7306781814,5500,2015,hyundai,elantra,good,4 cylinders,gas,126000,clean,automatic,fwd,compact,sedan,red,ca,35.19414,-119.174405
7306246485,7995,2014,kia,soul,like new,4 cylinders,gas,136757,clean,automatic,fwd,mid-size,SUV,white,ca,35.248476,-118.936316
7306230084,10995,2016,kia,soul,new,4 cylinders,gas,103050,clean,automatic,fwd,mid-size,SUV,red,ca,35.248476,-118.936316
7305963607,6950,2012,hyundai,sonata,excellent,4 cylinders,gas,113968,clean,automatic,fwd,full-size,sedan,black,ca,35.266831,-119.021255
7302861397,9500,2012,hyundai,veracruz limited,like new,6 cylinders,gas,114258,clean,automatic,4wd,compact,sedan,white,ca,33.771516,-117.992493
7315889187,7990,2012,hyundai,elantra gls 4dr sedan 6,good,4 cylinders,gas,134000,clean,automatic,fwd,mid-size,sedan,grey,ca,38.606405,-121.447661
7310011393,7995,2007,kia,sorento ex,excellent,6 cylinders,gas,102672,clean,automatic,rwd,mid-size,SUV,grey,ca,39.145315,-121.59608
7309002315,8000,2012,hyundai,elantra,excellent,4 cylinders,gas,64000,clean,automatic,fwd,compact,sedan,grey,ca,39.7458,-121.8444
7307232013,26500,2019,kia,cadenza premium sedan 4d,like new,6 cylinders,gas,1400,clean,automatic,rwd,full-size,sedan,black,ca,39.864,-121.87
7304001766,9995,2011,hyundai,genesis,excellent,6 cylinders,gas,125943,clean,automatic,rwd,mid-size,sedan,white,ca,38.611926,-121.423565
7316364225,15995,2015,kia,optima ex,good,4 cylinders,gas,75290,clean,automatic,fwd,full-size,sedan,grey,ca,36.744394,-119.789278
7316363269,14995,2015,hyundai,sonata se,good,4 cylinders,gas,52000,clean,automatic,fwd,full-size,sedan,blue,ca,36.744394,-119.789278
7316307166,7500,2010,hyundai,elantra gls,excellent,4 cylinders,gas,149760,clean,automatic,fwd,mid-size,sedan,silver,ca,36.770397,-119.700025
7316306710,6100,2009,hyundai,sonata gls 4dr sedan,excellent,4 cylinders,gas,169540,clean,automatic,fwd,full-size,sedan,grey,ca,36.770363,-119.699886
7316238697,14900,2015,kia,optima,like new,4 cylinders,gas,104739,clean,automatic,fwd,full-size,sedan,silver,ca,36.771039,-119.69965
7316126519,0,2013,hyundai,sonata limited,excellent,4 cylinders,gas,58572,clean,automatic,fwd,full-size,sedan,silver,ca,36.32725,-119.276729
7315887195,6900,2012,hyundai,sonata,excellent,4 cylinders,gas,133000,clean,automatic,rwd,full-size,sedan,black,ca,36.8043,-119.7705
7315626007,9597,2014,kia,optima,excellent,4 cylinders,gas,145789,clean,automatic,fwd,mid-size,sedan,silver,ca,35.339728,-119.029217
7315625889,9663,2016,hyundai,elantra,excellent,4 cylinders,gas,106992,clean,automatic,fwd,mid-size,sedan,red,ca,35.339728,-119.029217
7315617129,3450,2008,hyundai,accent,excellent,4 cylinders,gas,118000,clean,automatic,fwd,compact,sedan,white,ca,36.6486,-119.9987
7315406829,14900,2015,kia,optima ex sedan,excellent,4 cylinders,gas,104379,clean,automatic,fwd,full-size,sedan,brown,ca,36.770328,-119.69995
7315330853,7500,2010,hyundai,elantra,like new,4 cylinders,gas,149760,clean,automatic,fwd,mid-size,sedan,silver,ca,36.771039,-119.699478
7315317038,0,2017,kia,optima 4dr sdn lx,excellent,4 cylinders,gas,66415,clean,automatic,fwd,full-size,sedan,grey,ca,36.32725,-119.276729
